IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_003969	mp恢復50
IDS_PROPITEM_TXT_003970	魔力多(大)
IDS_PROPITEM_TXT_003971	mp恢復75
IDS_PROPITEM_TXT_003972	強化魔力多(小)
IDS_PROPITEM_TXT_003973	mp恢復100
IDS_PROPITEM_TXT_003974	強化魔力多(中)
IDS_PROPITEM_TXT_003975	mp恢復125
IDS_PROPITEM_TXT_003976	強化魔力多(大)
IDS_PROPITEM_TXT_003977	mp恢復150
IDS_PROPITEM_TXT_003978	特調魔力多(小)
IDS_PROPITEM_TXT_003979	mp恢復175
IDS_PROPITEM_TXT_003980	特調魔力多(中)
IDS_PROPITEM_TXT_003981	mp恢復200
IDS_PROPITEM_TXT_003982	特調魔力多(大)
IDS_PROPITEM_TXT_003983	mp恢復225
IDS_PROPITEM_TXT_003984	終極魔力多
IDS_PROPITEM_TXT_003985	mp恢復250
IDS_PROPITEM_TXT_003986	解毒劑
IDS_PROPITEM_TXT_003987	
IDS_PROPITEM_TXT_003988	治療藥水
IDS_PROPITEM_TXT_003989	
IDS_PROPITEM_TXT_003990	水瓶
IDS_PROPITEM_TXT_003991	
IDS_PROPITEM_TXT_003992	油瓶
IDS_PROPITEM_TXT_003993	
IDS_PROPITEM_TXT_003994	100活力多
IDS_PROPITEM_TXT_003995	fp恢復30
IDS_PROPITEM_TXT_003996	200活力多
IDS_PROPITEM_TXT_003997	fp恢復60
IDS_PROPITEM_TXT_003998	300活力多
IDS_PROPITEM_TXT_003999	fp恢復90
IDS_PROPITEM_TXT_004000	400活力多
IDS_PROPITEM_TXT_004001	fp恢復120
IDS_PROPITEM_TXT_004002	100精力多
IDS_PROPITEM_TXT_004003	fp恢復150
IDS_PROPITEM_TXT_004004	200精力多
IDS_PROPITEM_TXT_004005	fp恢復170
IDS_PROPITEM_TXT_004006	300精力多
IDS_PROPITEM_TXT_004007	fp恢復195
IDS_PROPITEM_TXT_004008	400精力多
IDS_PROPITEM_TXT_004009	fp恢復220
IDS_PROPITEM_TXT_004010	500精力多
IDS_PROPITEM_TXT_004011	fp恢復250
IDS_PROPITEM_TXT_004012	500精力多
IDS_PROPITEM_TXT_004013	在一定時間內產生對毒的免疫力
IDS_PROPITEM_TXT_004014	迪莫耳環+1
IDS_PROPITEM_TXT_004015	損傷力＋ 8，限制等級19以上的耳環
IDS_PROPITEM_TXT_004016	迪莫耳環+2
IDS_PROPITEM_TXT_004017	損傷力＋ 13，限制等級31以上的耳環
IDS_PROPITEM_TXT_004018	迪莫耳環+3
IDS_PROPITEM_TXT_004019	損傷力＋ 19，限制等級41以上的耳環
IDS_PROPITEM_TXT_004020	迪莫耳環+4
IDS_PROPITEM_TXT_004021	損傷力＋ 22，限制等級49以上的耳環
IDS_PROPITEM_TXT_004022	迪莫耳環+5
IDS_PROPITEM_TXT_004023	損傷力＋ 26，限制等級57以上的耳環
IDS_PROPITEM_TXT_004024	迪莫耳環+6
IDS_PROPITEM_TXT_004025	損傷力＋ 31，限制等級67以上的耳環
IDS_PROPITEM_TXT_004026	普拉格耳環+1
IDS_PROPITEM_TXT_004027	防禦力＋ 39，限制等級19以上的耳環
IDS_PROPITEM_TXT_004028	普拉格耳環+2
IDS_PROPITEM_TXT_004029	防禦力＋ 60，限制等級31以上的耳環
IDS_PROPITEM_TXT_004030	普拉格耳環+3
IDS_PROPITEM_TXT_004031	防禦力＋ 80，限制等級40以上的耳環
IDS_PROPITEM_TXT_004032	普拉格耳環+4
IDS_PROPITEM_TXT_004033	防禦力＋ 94，限制等級49以上的耳環
IDS_PROPITEM_TXT_004034	普拉格耳環+5
IDS_PROPITEM_TXT_004035	防禦力＋ 109，限制等級57以上的耳環
IDS_PROPITEM_TXT_004036	普拉格耳環+6
IDS_PROPITEM_TXT_004037	防禦力＋ 128，限制等級67以上的耳環
IDS_PROPITEM_TXT_004038	鈷文項鍊+1
IDS_PROPITEM_TXT_004039	最大HP＋ 82，限制等級9以上的項鍊
IDS_PROPITEM_TXT_004040	鈷文項鍊+2
IDS_PROPITEM_TXT_004041	最大HP＋ 118，限制等級15以上的項鍊
IDS_PROPITEM_TXT_004042	鈷文項鍊+3
IDS_PROPITEM_TXT_004043	最大HP＋ 166，限制等級23以上的項鍊
IDS_PROPITEM_TXT_004044	鈷文項鍊+4
IDS_PROPITEM_TXT_004045	最大HP＋ 226，限制等級33以上的項鍊
IDS_PROPITEM_TXT_004046	鈷文項鍊+5
IDS_PROPITEM_TXT_004047	最大HP＋ 286，限制等級43以上的項鍊
IDS_PROPITEM_TXT_004048	鈷文項鍊+6
IDS_PROPITEM_TXT_004049	最大HP＋ 358，限制等級55以上的項鍊
IDS_PROPITEM_TXT_004050	媚丹項鍊+1
IDS_PROPITEM_TXT_004051	最大MP＋ 57，限制等級10以上的項鍊
IDS_PROPITEM_TXT_004052	媚丹項鍊+2
IDS_PROPITEM_TXT_004053	最大MP＋ 79，限制等級17以上的項鍊
IDS_PROPITEM_TXT_004054	媚丹項鍊+3
IDS_PROPITEM_TXT_004055	最大MP＋ 108，限制等級25以上的項鍊
IDS_PROPITEM_TXT_004056	媚丹項鍊+4
IDS_PROPITEM_TXT_004057	最大MP＋ 144，限制等級35以上的項鍊
IDS_PROPITEM_TXT_004058	媚丹項鍊+5
IDS_PROPITEM_TXT_004059	最大MP＋ 180，限制等級45以上的項鍊
IDS_PROPITEM_TXT_004060	媚丹項鍊+6
IDS_PROPITEM_TXT_004061	最大MP＋ 223，限制等級57以上的項鍊
IDS_PROPITEM_TXT_004062	妃玹項鍊+1
IDS_PROPITEM_TXT_004063	最大FP＋ 65，限制等級11以上的項鍊
IDS_PROPITEM_TXT_004064	妃玹項鍊+2
IDS_PROPITEM_TXT_004065	最大FP＋ 84，限制等級19以上的項鍊
IDS_PROPITEM_TXT_004066	妃玹項鍊+3
IDS_PROPITEM_TXT_004067	最大FP＋ 109，限制等級27以上的項鍊
IDS_PROPITEM_TXT_004068	妃玹項鍊+4
IDS_PROPITEM_TXT_004069	最大FP＋ 141，限制等級37以上的項鍊
IDS_PROPITEM_TXT_004070	妃玹項鍊+5
IDS_PROPITEM_TXT_004071	最大FP＋ 173，限制等級47以上的項鍊
IDS_PROPITEM_TXT_004072	妃玹項鍊+6
IDS_PROPITEM_TXT_004073	最大FP＋ 212，限制等級59以上的項鍊
IDS_PROPITEM_TXT_004074	活力戒指+1
IDS_PROPITEM_TXT_004075	力量＋ 2，限制等級21以上的戒指
IDS_PROPITEM_TXT_004076	活力戒指+2
IDS_PROPITEM_TXT_004077	力量＋ 3，限制等級31以上的戒指
IDS_PROPITEM_TXT_004078	活力戒指+3
IDS_PROPITEM_TXT_004079	力量＋ 4，限制等級41以上的戒指
IDS_PROPITEM_TXT_004080	活力戒指+4
IDS_PROPITEM_TXT_004081	力量＋ 5，限制等級51以上的戒指
IDS_PROPITEM_TXT_004082	活力戒指+5
IDS_PROPITEM_TXT_004083	力量＋ 6，限制等級61以上的戒指
IDS_PROPITEM_TXT_004084	活力戒指+6
IDS_PROPITEM_TXT_004085	力量＋ 7，限制等級71以上的戒指
IDS_PROPITEM_TXT_004086	音特爾戒指+1
IDS_PROPITEM_TXT_004087	智力＋ 2，限制等級21以上的戒指
IDS_PROPITEM_TXT_004088	音特爾戒指+2
IDS_PROPITEM_TXT_004089	智力＋ 3，限制等級31以上的戒指
IDS_PROPITEM_TXT_004090	音特爾戒指+3
IDS_PROPITEM_TXT_004091	智力＋ 4，限制等級41以上的戒指
IDS_PROPITEM_TXT_004092	音特爾戒指+4
IDS_PROPITEM_TXT_004093	智力＋ 5，限制等級51以上的戒指
IDS_PROPITEM_TXT_004094	音特爾戒指+5
IDS_PROPITEM_TXT_004095	智力＋ 6，限制等級61以上的戒指
IDS_PROPITEM_TXT_004096	音特爾戒指+6
IDS_PROPITEM_TXT_004097	智力＋ 7，限制等級71以上的戒指
IDS_PROPITEM_TXT_004098	歐蕾克戒指+1
IDS_PROPITEM_TXT_004099	敏捷＋ 2，限制等級23以上的戒指
IDS_PROPITEM_TXT_004100	歐蕾克戒指+2
IDS_PROPITEM_TXT_004101	敏捷＋ 3，限制等級33以上的戒指
IDS_PROPITEM_TXT_004102	歐蕾克戒指+3
IDS_PROPITEM_TXT_004103	敏捷＋ 4，限制等級43以上的戒指
IDS_PROPITEM_TXT_004104	歐蕾克戒指+4
IDS_PROPITEM_TXT_004105	敏捷＋ 5，限制等級53以上的戒指
IDS_PROPITEM_TXT_004106	歐蕾克戒指+5
IDS_PROPITEM_TXT_004107	敏捷＋ 6，限制等級63以上的戒指
IDS_PROPITEM_TXT_004108	歐蕾克戒指+6
IDS_PROPITEM_TXT_004109	敏捷＋ 7，限制等級71以上的戒指
IDS_PROPITEM_TXT_004110	史丹姆戒指+1
IDS_PROPITEM_TXT_004111	體力＋ 2，限制等級23以上的戒指
IDS_PROPITEM_TXT_004112	史丹姆戒指+2
IDS_PROPITEM_TXT_004113	體力＋ 3，限制等級33以上的戒指
IDS_PROPITEM_TXT_004114	史丹姆戒指+3
IDS_PROPITEM_TXT_004115	體力＋ 4，限制等級43以上的戒指
IDS_PROPITEM_TXT_004116	史丹姆戒指+4
IDS_PROPITEM_TXT_004117	體力＋ 5，限制等級53以上的戒指
IDS_PROPITEM_TXT_004118	史丹姆戒指+5
IDS_PROPITEM_TXT_004119	體力＋ 6，限制等級63以上的戒指
IDS_PROPITEM_TXT_004120	史丹姆戒指+6
IDS_PROPITEM_TXT_004121	體力＋ 7，限制等級71以上的戒指
IDS_PROPITEM_TXT_004122	活力戒指
IDS_PROPITEM_TXT_004123	力量增加1的戒指
IDS_PROPITEM_TXT_004124	音特爾戒指
IDS_PROPITEM_TXT_004125	智力增加1的戒指
IDS_PROPITEM_TXT_004126	史丹姆戒指
IDS_PROPITEM_TXT_004127	體力增加1的戒指
IDS_PROPITEM_TXT_004128	歐蕾克戒指
IDS_PROPITEM_TXT_004129	敏捷增加1的戒指
IDS_PROPITEM_TXT_004130	麥提爾+1
IDS_PROPITEM_TXT_004131	損傷力＋ 100，限制等級60以上的耳環
IDS_PROPITEM_TXT_004132	麥提爾+2
IDS_PROPITEM_TXT_004133	損傷力＋ 150，限制等級75以上的耳環
IDS_PROPITEM_TXT_004134	麥提爾+3
IDS_PROPITEM_TXT_004135	損傷力＋ 200，限制等級90以上的耳環
IDS_PROPITEM_TXT_004136	潘德魯+1
IDS_PROPITEM_TXT_004137	防禦力＋ 100，限制等級60以上的耳環
IDS_PROPITEM_TXT_004138	潘德魯+2
IDS_PROPITEM_TXT_004139	防禦力＋ 150，限制等級75以上的耳環
IDS_PROPITEM_TXT_004140	潘德魯+3
IDS_PROPITEM_TXT_004141	防禦力＋ 200，限制等級90以上的耳環
IDS_PROPITEM_TXT_004142	疾風+1
IDS_PROPITEM_TXT_004143	封鎖率+3，限制等級60以上的耳環
IDS_PROPITEM_TXT_004144	疾風+2
IDS_PROPITEM_TXT_004145	封鎖率+6，限制等級70以上的耳環
IDS_PROPITEM_TXT_004146	疾風+3
IDS_PROPITEM_TXT_004147	封鎖率+10，限制等級80以上的耳環
IDS_PROPITEM_TXT_004148	帕普+1
IDS_PROPITEM_TXT_004149	
IDS_PROPITEM_TXT_004150	帕普+2
IDS_PROPITEM_TXT_004151	
IDS_PROPITEM_TXT_004152	帕普+3
IDS_PROPITEM_TXT_004153	
IDS_PROPITEM_TXT_004154	姝索克+1
IDS_PROPITEM_TXT_004155	
IDS_PROPITEM_TXT_004156	姝索克+2
IDS_PROPITEM_TXT_004157	
IDS_PROPITEM_TXT_004158	姝索克+3
IDS_PROPITEM_TXT_004159	
IDS_PROPITEM_TXT_004160	安杜基+1
IDS_PROPITEM_TXT_004161	
IDS_PROPITEM_TXT_004162	安杜基+2
IDS_PROPITEM_TXT_004163	
IDS_PROPITEM_TXT_004164	安杜基+3
IDS_PROPITEM_TXT_004165	
IDS_PROPITEM_TXT_004166	史特倫+1
IDS_PROPITEM_TXT_004167	力量＋ 10，限制等級58以上的戒指
IDS_PROPITEM_TXT_004168	史特倫+2
IDS_PROPITEM_TXT_004169	力量＋ 20，限制等級73以上的戒指
IDS_PROPITEM_TXT_004170	史特倫+3
IDS_PROPITEM_TXT_004171	力量＋ 30，限制等級88以上的戒指
IDS_PROPITEM_TXT_004172	因提雷+1
IDS_PROPITEM_TXT_004173	智力＋ 10，限制等級53以上的戒指
IDS_PROPITEM_TXT_004174	因提雷+2
IDS_PROPITEM_TXT_004175	智力＋ 20，限制等級73以上的戒指
IDS_PROPITEM_TXT_004176	因提雷+3
IDS_PROPITEM_TXT_004177	智力＋ 30，限制等級88以上的戒指
IDS_PROPITEM_TXT_004178	汰司溫+1
IDS_PROPITEM_TXT_004179	敏捷＋ 10，限制等級53以上的戒指
IDS_PROPITEM_TXT_004180	汰司溫+2
IDS_PROPITEM_TXT_004181	敏捷＋ 20，限制等級73以上的戒指
IDS_PROPITEM_TXT_004182	汰司溫+3
IDS_PROPITEM_TXT_004183	敏捷＋ 30，限制等級88以上的戒指
IDS_PROPITEM_TXT_004184	賣泰雅戒
IDS_PROPITEM_TXT_004185	所有能力增加1的戒指
IDS_PROPITEM_TXT_004186	賣太玉柏
IDS_PROPITEM_TXT_004187	所有能力增加3的戒指
IDS_PROPITEM_TXT_004188	P.K STR懲罰
IDS_PROPITEM_TXT_004189	
IDS_PROPITEM_TXT_004190	P.K STA懲罰
IDS_PROPITEM_TXT_004191	
IDS_PROPITEM_TXT_004192	P.K INT懲罰
IDS_PROPITEM_TXT_004193	
IDS_PROPITEM_TXT_004194	P.K DEX懲罰
IDS_PROPITEM_TXT_004195	
IDS_PROPITEM_TXT_004196	鼓勵
IDS_PROPITEM_TXT_004197	
IDS_PROPITEM_TXT_004198	棒棒糖
IDS_PROPITEM_TXT_004199	hp恢復70的食物
IDS_PROPITEM_TXT_004200	餅乾
IDS_PROPITEM_TXT_004201	hp恢復140的食物
IDS_PROPITEM_TXT_004202	巧克力
IDS_PROPITEM_TXT_004203	hp恢復200的食物
IDS_PROPITEM_TXT_004204	牛奶
IDS_PROPITEM_TXT_004205	hp恢復260的食物
IDS_PROPITEM_TXT_004206	土司
IDS_PROPITEM_TXT_004207	hp恢復330的食物
IDS_PROPITEM_TXT_004208	熱狗
IDS_PROPITEM_TXT_004209	hp恢復429的食物
IDS_PROPITEM_TXT_004210	超級大熱狗
IDS_PROPITEM_TXT_004211	hp恢復加滿的食物
IDS_PROPITEM_TXT_004212	可樂餅
IDS_PROPITEM_TXT_004213	hp恢復552的食物
IDS_PROPITEM_TXT_004214	壽司卷
IDS_PROPITEM_TXT_004215	hp恢復676的食物
IDS_PROPITEM_TXT_004216	炸雞腿
IDS_PROPITEM_TXT_004217	hp恢復812的食物
IDS_PROPITEM_TXT_004218	碎星糖
IDS_PROPITEM_TXT_004219	hp恢復975的食物
IDS_PROPITEM_TXT_004220	肉串
IDS_PROPITEM_TXT_004221	hp恢復120的食物
IDS_PROPITEM_TXT_004222	烤乳豬
IDS_PROPITEM_TXT_004223	hp恢復160的食物
IDS_PROPITEM_TXT_004224	海鮮餅
IDS_PROPITEM_TXT_004225	hp恢復230的食物
IDS_PROPITEM_TXT_004226	鮮魚濃湯
IDS_PROPITEM_TXT_004227	hp恢復300的食物
IDS_PROPITEM_TXT_004228	火鍋
IDS_PROPITEM_TXT_004229	hp恢復370的食物
IDS_PROPITEM_TXT_004230	悶燒鱈魚
IDS_PROPITEM_TXT_004231	hp恢復514的食物
IDS_PROPITEM_TXT_004232	海鮮火鍋
IDS_PROPITEM_TXT_004233	hp恢復670的食物
IDS_PROPITEM_TXT_004234	沙拉
IDS_PROPITEM_TXT_004235	hp恢復860的食物
IDS_PROPITEM_TXT_004236	焗飯
IDS_PROPITEM_TXT_004237	hp恢復1075的食物
IDS_PROPITEM_TXT_004238	披薩
IDS_PROPITEM_TXT_004239	hp恢復1313的食物
IDS_PROPITEM_TXT_004240	柳橙汁
IDS_PROPITEM_TXT_004241	hp恢復60的食物
IDS_PROPITEM_TXT_004242	奶昔
IDS_PROPITEM_TXT_004243	hp恢復110的食物
IDS_PROPITEM_TXT_004244	鳳梨冰
IDS_PROPITEM_TXT_004245	hp恢復160的食物
IDS_PROPITEM_TXT_004246	香蕉冰
IDS_PROPITEM_TXT_004247	hp恢復210的食物
IDS_PROPITEM_TXT_004248	綜合果汁
IDS_PROPITEM_TXT_004249	hp恢復260的食物
IDS_PROPITEM_TXT_004250	水果刨冰
IDS_PROPITEM_TXT_004251	hp恢復334的食物
IDS_PROPITEM_TXT_004252	水果聖代
IDS_PROPITEM_TXT_004253	hp恢復417的食物
IDS_PROPITEM_TXT_004254	布丁
IDS_PROPITEM_TXT_004255	hp恢復508的食物
IDS_PROPITEM_TXT_004256	冰淇淋蛋糕
IDS_PROPITEM_TXT_004257	hp恢復607的食物
IDS_PROPITEM_TXT_004258	水果沙拉
IDS_PROPITEM_TXT_004259	hp恢復714的食物
IDS_PROPITEM_TXT_004260	灰色藥丸
IDS_PROPITEM_TXT_004261	hp恢復975的食物
IDS_PROPITEM_TXT_004262	小黃藥丸
IDS_PROPITEM_TXT_004263	hp恢復1200的食物
IDS_PROPITEM_TXT_004264	水藍藥丸
IDS_PROPITEM_TXT_004265	hp恢復2000的食物
IDS_PROPITEM_TXT_004266	熱血藥丸
IDS_PROPITEM_TXT_004267	hp恢復4000的食物
IDS_PROPITEM_TXT_004268	金閃閃藥丸
IDS_PROPITEM_TXT_004269	hp恢復8000的食物
IDS_PROPITEM_TXT_004270	熱騰騰的年糕湯
IDS_PROPITEM_TXT_004271	hp恢復9999的食物
IDS_PROPITEM_TXT_004272	牛肉湯
IDS_PROPITEM_TXT_004273	fp恢復9999
IDS_PROPITEM_TXT_004274	四神湯
IDS_PROPITEM_TXT_004275	mp恢復9999
IDS_PROPITEM_TXT_004276	無機礦物
IDS_PROPITEM_TXT_004277	精鍊地/雷/一般時使用
IDS_PROPITEM_TXT_004278	艾磷斯
IDS_PROPITEM_TXT_004279	精煉火/風/一般時使用
IDS_PROPITEM_TXT_004280	石花
IDS_PROPITEM_TXT_004281	精煉水/雷/風時使用
IDS_PROPITEM_TXT_004282	鈷礫
IDS_PROPITEM_TXT_004283	精煉火/水/地時使用
IDS_PROPITEM_TXT_004284	火屬性卡片C
IDS_PROPITEM_TXT_004285	直接點選裝備精鍊，可用於武器、衣服，效果+1~+5
IDS_PROPITEM_TXT_004286	火屬性精鍊卡片
IDS_PROPITEM_TXT_004287	直接點選裝備精鍊屬性，可用於武器、衣服，效果+1~+20
IDS_PROPITEM_TXT_004288	水屬性卡片C
IDS_PROPITEM_TXT_004289	直接點選裝備精鍊，可用於武器、衣服，效果+1~+5
IDS_PROPITEM_TXT_004290	水屬性精鍊卡片
IDS_PROPITEM_TXT_004291	直接點選裝備精鍊屬性，可用於武器、衣服，效果+1~+20
IDS_PROPITEM_TXT_004292	雷屬性卡片C
IDS_PROPITEM_TXT_004293	直接點選裝備精鍊，可用於武器、衣服，效果+1~+5
IDS_PROPITEM_TXT_004294	雷屬性精鍊卡片
IDS_PROPITEM_TXT_004295	直接點選裝備精鍊屬性，可用於武器、衣服，效果+1~+20
IDS_PROPITEM_TXT_004296	地屬性卡片C
IDS_PROPITEM_TXT_004297	直接點選裝備精鍊，可用於武器、衣服，效果+1~+5
IDS_PROPITEM_TXT_004298	地屬性精鍊卡片
IDS_PROPITEM_TXT_004299	直接點選裝備精鍊屬性，可用於武器、衣服，效果+1~+20
IDS_PROPITEM_TXT_004300	風屬性卡片C
IDS_PROPITEM_TXT_004301	直接點選裝備精鍊，可用於武器、衣服，效果+1~+5
IDS_PROPITEM_TXT_004302	風屬性精鍊卡片
IDS_PROPITEM_TXT_004303	直接點選裝備精鍊屬性，可用於武器、衣服，效果+1~+20
IDS_PROPITEM_TXT_004304	能量骰子D
IDS_PROPITEM_TXT_004305	直接點選裝備精鍊，可用於武器、所有防具、盾，效果+1~+5
IDS_PROPITEM_TXT_004306	能量骰子C
IDS_PROPITEM_TXT_004307	直接點選裝備精鍊，可用於武器、所有防具、盾，效果+6~+20
IDS_PROPITEM_TXT_004308	能量骰子B
IDS_PROPITEM_TXT_004309	在裝備衣服上打洞
IDS_PROPITEM_TXT_004310	能量骰子A
IDS_PROPITEM_TXT_004311	在裝備衣服上打洞(成功率較高)
IDS_PROPITEM_TXT_004312	能量骰子S
IDS_PROPITEM_TXT_004313	直接點選裝備精鍊，效果+1~+10，成功率較高
IDS_PROPITEM_TXT_004314	火焰裝備卡片(2%)
IDS_PROPITEM_TXT_004315	提升HP2%的鑲嵌卡片
IDS_PROPITEM_TXT_004316	火焰裝備卡片(4%)
IDS_PROPITEM_TXT_004317	提升HP4%的鑲嵌卡片
IDS_PROPITEM_TXT_004318	火焰裝備卡片(7%)
IDS_PROPITEM_TXT_004319	提升HP7%的鑲嵌卡片
IDS_PROPITEM_TXT_004320	水城裝備卡片(2%)
IDS_PROPITEM_TXT_004321	提升MP2%的鑲嵌卡片
IDS_PROPITEM_TXT_004322	水城裝備卡片(4%)
IDS_PROPITEM_TXT_004323	提升MP4%的鑲嵌卡片
IDS_PROPITEM_TXT_004324	水城裝備卡片(7%)
IDS_PROPITEM_TXT_004325	提升MP7%的鑲嵌卡片
IDS_PROPITEM_TXT_004326	風化裝備卡片(2%)
IDS_PROPITEM_TXT_004327	提升FP2%的鑲嵌卡片
IDS_PROPITEM_TXT_004328	風化裝備卡片(4%)
IDS_PROPITEM_TXT_004329	提升FP4%的鑲嵌卡片
IDS_PROPITEM_TXT_004330	風化裝備卡片(7%)
IDS_PROPITEM_TXT_004331	提升FP7%的鑲嵌卡片
IDS_PROPITEM_TXT_004332	閃電裝備卡片(2%)
IDS_PROPITEM_TXT_004333	提升攻擊力2%的鑲嵌卡片
IDS_PROPITEM_TXT_004334	閃電裝備卡片(4%)
IDS_PROPITEM_TXT_004335	提升攻擊力4%的鑲嵌卡片
IDS_PROPITEM_TXT_004336	閃電裝備卡片(7%)
IDS_PROPITEM_TXT_004337	提升攻擊力7%的鑲嵌卡片
IDS_PROPITEM_TXT_004338	地球裝備卡片(2%)
IDS_PROPITEM_TXT_004339	提升防禦力2%的鑲嵌卡片
IDS_PROPITEM_TXT_004340	地球裝備卡片(4%)
IDS_PROPITEM_TXT_004341	提升防禦力4%的鑲嵌卡片
IDS_PROPITEM_TXT_004342	地球裝備卡片(7%)
IDS_PROPITEM_TXT_004343	提升防禦力7%的鑲嵌卡片
IDS_PROPITEM_TXT_004344	普通魔提骰子
IDS_PROPITEM_TXT_004345	武器、盾穿洞專用的普通骰子
IDS_PROPITEM_TXT_004346	上等魔提骰子
IDS_PROPITEM_TXT_004347	武器、盾穿洞專用的上等骰子
IDS_PROPITEM_TXT_004348	佛獄卡片
IDS_PROPITEM_TXT_004349	攻擊力上升1%的卡片
IDS_PROPITEM_TXT_004350	佛克娜絲卡片
IDS_PROPITEM_TXT_004351	防禦力上升1%的卡片
IDS_PROPITEM_TXT_004352	佛砍卡片
IDS_PROPITEM_TXT_004353	HP最大值上升1%的卡片
IDS_PROPITEM_TXT_004354	蓮卡片
IDS_PROPITEM_TXT_004355	HP最大值上升3%的卡片
IDS_PROPITEM_TXT_004356	扇巴卡片
IDS_PROPITEM_TXT_004357	MP最大值上升1%的卡片
IDS_PROPITEM_TXT_004358	扇陀卡片
IDS_PROPITEM_TXT_004359	MP最大值上升3%的卡片
IDS_PROPITEM_TXT_004360	鼓風卡片
IDS_PROPITEM_TXT_004361	FP最大值上升1%的卡片
IDS_PROPITEM_TXT_004362	震善卡片
IDS_PROPITEM_TXT_004363	FP最大值上升3%的卡片
IDS_PROPITEM_TXT_004364	芝駿卡片
IDS_PROPITEM_TXT_004365	致命傷機率上升1%的卡片
IDS_PROPITEM_TXT_004366	芙洛克卡片
IDS_PROPITEM_TXT_004367	致命傷機率上升4%的卡片
IDS_PROPITEM_TXT_004368	橢任卡片
IDS_PROPITEM_TXT_004369	命中致命傷時，提升2%的追加上害
IDS_PROPITEM_TXT_004370	潭卡片
IDS_PROPITEM_TXT_004371	命中致命傷時，提升5%的追加上害
IDS_PROPITEM_TXT_004372	迷震卡片
IDS_PROPITEM_TXT_004373	魔法施展速度提升1%
IDS_PROPITEM_TXT_004374	鎮源卡片
IDS_PROPITEM_TXT_004375	魔法施展速度提升4%
IDS_PROPITEM_TXT_004376	震仰卡片
IDS_PROPITEM_TXT_004377	攻擊速度提升20
IDS_PROPITEM_TXT_004378	魔曼敦卡片
IDS_PROPITEM_TXT_004379	攻擊速度提升40
IDS_PROPITEM_TXT_004380	雷利卡片
IDS_PROPITEM_TXT_004381	近距離攻擊封鎖率提升2%
IDS_PROPITEM_TXT_004382	刺鈉迷卡片
IDS_PROPITEM_TXT_004383	近距離攻擊封鎖率提升5%
IDS_PROPITEM_TXT_004384	斯曼卡片
IDS_PROPITEM_TXT_004385	MP消耗率減低2%
IDS_PROPITEM_TXT_004386	魄崙卡片
IDS_PROPITEM_TXT_004387	MP消耗率減低4%
IDS_PROPITEM_TXT_004388	雅凱卡片
IDS_PROPITEM_TXT_004389	FP消耗率減低2%
IDS_PROPITEM_TXT_004390	比羅卡片
IDS_PROPITEM_TXT_004391	FP消耗率減低4%
IDS_PROPITEM_TXT_004392	雅達特卡片
IDS_PROPITEM_TXT_004393	MP，FP消耗率減低3%
IDS_PROPITEM_TXT_004394	蘿巴卡片
IDS_PROPITEM_TXT_004395	HP恢復率提升80
IDS_PROPITEM_TXT_004396	施凱棲卡片
IDS_PROPITEM_TXT_004397	HP恢復率提升120
IDS_PROPITEM_TXT_004398	苦賽卡片
IDS_PROPITEM_TXT_004399	MP恢復率提升20
IDS_PROPITEM_TXT_004400	提克卡片
IDS_PROPITEM_TXT_004401	MP恢復率提升60
IDS_PROPITEM_TXT_004402	裴斯卡片
IDS_PROPITEM_TXT_004403	FP恢復率提升20
IDS_PROPITEM_TXT_004404	博科卡片
IDS_PROPITEM_TXT_004405	FP恢復率提升50
IDS_PROPITEM_TXT_004406	得漢卡片
IDS_PROPITEM_TXT_004407	HP，MP，FP恢復率提升20
IDS_PROPITEM_TXT_004408	倚落佛卡片
IDS_PROPITEM_TXT_004409	HP，MP，FP恢復率提升40
IDS_PROPITEM_TXT_004410	柯羅佛卡片
IDS_PROPITEM_TXT_004411	死亡時HP恢復率提升100
IDS_PROPITEM_TXT_004412	培勒緹卡片
IDS_PROPITEM_TXT_004413	死亡時HP恢復率提升140
IDS_PROPITEM_TXT_004414	德鋪卡片
IDS_PROPITEM_TXT_004415	死亡時MP恢復率提升30
IDS_PROPITEM_TXT_004416	戰獅卡片
IDS_PROPITEM_TXT_004417	死亡時MP恢復率提升70
IDS_PROPITEM_TXT_004418	特斯尼卡片
IDS_PROPITEM_TXT_004419	死亡時FP恢復率提升30
IDS_PROPITEM_TXT_004420	裁提卡片
IDS_PROPITEM_TXT_004421	死亡時FP恢復率提升60
IDS_PROPITEM_TXT_004422	璽托樂卡片
IDS_PROPITEM_TXT_004423	死亡時HP，MP，FP恢復率提升30
IDS_PROPITEM_TXT_004424	欣射卡片
IDS_PROPITEM_TXT_004425	死亡時HP，MP，FP恢復率提升50
IDS_PROPITEM_TXT_004426	炫型卡片
IDS_PROPITEM_TXT_004427	移動速度提升2%
IDS_PROPITEM_TXT_004428	瓦裴卡片
IDS_PROPITEM_TXT_004429	移動速度提升5%
IDS_PROPITEM_TXT_004430	核千卡片
IDS_PROPITEM_TXT_004431	力量提升1
IDS_PROPITEM_TXT_004432	富羅卡片
IDS_PROPITEM_TXT_004433	力量提升2
IDS_PROPITEM_TXT_004434	霍塑卡片
IDS_PROPITEM_TXT_004435	體力提升1
IDS_PROPITEM_TXT_004436	志轄卡片
